CASENO,COMPANY,FUNCTIONAL_GROUP,FUNCTION,FUNCTIONAL_AREA,FUNCTIONAL_LOCATION,FUNCTIONAL_SUB_LOCATION,LOCATION_SID,LOCATION_SHORT,COUNTRY_SHORT,SL_COUNTRY,SL_LOCATION_LVL_1,SL_LOCATION_LVL_2,SL_LOCATION_LVL_3,SL_LOCATION_LVL_4,CASE_OCCURENCE_DATE,TITLE,COMPANY_INVOLVED_TYPE,CASE_TYPE,CASE_SEVERITY,CASE_DESCRIPTION,STATUS,HAZARD,IMM_ACTION_TAKEN_RECOM,FULL_INVESTIGATION_DONE,CREATED_DATE,MODIFIED_DATE,APPROVED_WITHIN_DEADLINE,CASE_CLOSED_DATE,CASES_NO_OF_REGISTRATIONS,VALID_FROM,VALID_TO,POTENTIAL_SEV_LEVEL,RISK_AREA,LEARNINGS_ACTUAL_SEVERITY,LEARNINGS_POTENTIAL_RISK,title_length,description_length,combined_text_length,title_word_count,description_word_count,combined_word_count,binary_label,text_features
22867,Uniper Group (70006651) - GE,COO (70017898),Asset Operations (70017927),CCGT (70017930),Grain UK (70019210),Grain Engineering Team (70019323),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,14/01/2022,2 Covid-19 cases reported on site,Contractor,Safety,Near Hits,"2 individual on site conducted a LFT with positive results. It has been reported that Both employees arrived onsite on the 5th January, meaning they took LFT prior first day on site and then onwards twice a week (Sunday 9th and Wednesday 12 January) with no positive results.",Closed,Health related hazard (See causes),"Immediate LFT taken buy all Fieldcore crew
Self-isolation of positive cases
Assessment of close contact
Self-isolation of close contact cases (despite the process not requiring so)
Daily LFT for 7 days for all Fieldcore crew with exception of crew member which arrived on site post 14th January 2022
Further Covid-19 tool box talk around Fieldcore and site standards",Investigated,17/01/2022,,Yes,28/01/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,High,Low Risk,Not Applicable,Medium,33,275,308,6,48,54,0,"2 Covid-19 cases reported on site. 2 individual on site conducted a LFT with positive results. It has been reported that Both employees arrived onsite on the 5th January, meaning they took LFT prior first day on site and then onwards twice a week (Sunday 9th and Wednesday 12 January) with no positive results."
35881,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),Engineering CQ (70019340),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,28/06/2023,COLLAPSED ROAD DUCT,Uniper employee,Asset and Reputation damage/loss,Near Hits,"CRANE WAS DRIVING TO WORK LOCATION ON UNIT 3 COOLED TOWERS AS AGREED PROCEDURE.

ONCE THE FIRST FRONT WHEEL OF THE CRANE REACHED THE ELECTRICAL DUCT COVER, IT BROKE IN HALF. CRANE IMMEDIATELY STOPPED AND REVERSED.",Closed,Notification record (Eg. External regulator),"TEMPORARY BARRIERS ERECTED AROUND AREA

MAINTENANCE ORDER RAISED FOR MORE PERMANENT SCAFFOLD BARRIERS, REMOVAL OF DUCT AND INSPECTION TO AREA. BEFORE REPLACMENT WITH NEW DUCT COVERS WHERE REQUIRED

CRANE TEAM AND RESPONSIBLE ENGINEERS INFORMED NOT TO TRAVEL OVER THIS AREA.",Investigated,28/06/2023,,No,29/08/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,19,213,232,3,36,39,0,"COLLAPSED ROAD DUCT. CRANE WAS DRIVING TO WORK LOCATION ON UNIT 3 COOLED TOWERS AS AGREED PROCEDURE.

ONCE THE FIRST FRONT WHEEL OF THE CRANE REACHED THE ELECTRICAL DUCT COVER, IT BROKE IN HALF. CRANE IMMEDIATELY STOPPED AND REVERSED."
46145,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),CDCPK (75001387),Engineering (75001620),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,07/06/2024,GT Fire detection trigger,Uniper employee,Process Safety,Near Hits,"GT Fire operated at approx. 08:30 today. 
Investigations identified that a Smoke detector within the Turbine Hall HVAC extraction ducts had triggered the alarm.
The associated filter on the detector was today identified with what appeared to be oil residue The other 2 detectors in the ducting’s also where in a similar condition however still functioning. 
On external visual inspection of the GT it was identified that some browning around the turbine bearing vents at the 11 and 2 o’clock positions and this has caused lacquer formation This is believed to have been gradually increasing since 2022.
Some of this material was removed for analysis and to determine if it was as suspected oil or charring. -  from this it was determined that the residue appeared to be a mixture of oil vapor and dust . Not charring
Checks where made on the GT start bearing rodding point which appeared to be clear from Coking.",Approved,Uncontrolled release of energy,"The fire detector filters in the HVAC ducting were cleaned and put back in service, the original operating one still showing a fault but functioning
Siemens have been contacted for advice on the issue which they have referred to engineering . The fire detection contractor is due to service the units next week
The cause and effects matrix for the fire detection system is being checked to ensure does not trigger the GT protection system.An area was cleaned on blow offline to determine future fouling rate.",Investigated,08/06/2024,,No,,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,25,912,937,4,155,159,1,"GT Fire detection trigger. GT Fire operated at approx. 08:30 today. 
Investigations identified that a Smoke detector within the Turbine Hall HVAC extraction ducts had triggered the alarm.
The associated filter on the detector was today identified with what appeared to be oil residue The other 2 detectors in the ducting’s also where in a similar condition however still functioning. 
On external visual inspection of the GT it was identified that some browning around the turbine bearing vents at the 11 and 2 o’clock positions and this has caused lacquer formation This is believed to have been gradually increasing since 2022.
Some of this material was removed for analysis and to determine if it was as suspected oil or charring. -  from this it was determined that the residue appeared to be a mixture of oil vapor and dust . Not charring
Checks where made on the GT start bearing rodding point which appeared to be clear from Coking."
22860,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK B (Production) (70019407),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,15/01/2022,Operational Loss - Unit 1 delayed Sync,Uniper employee,Process Safety,Observations,20 minute delayed sync due to difficulties with the governor start on a Hot / Warm run up.,Closed,Occupational Safety and Process Safety,"Shut down applied to E/Gov , run up and Sync.",Investigated,16/01/2022,,No,21/07/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,38,90,128,7,18,25,1,Operational Loss - Unit 1 delayed Sync. 20 minute delayed sync due to difficulties with the governor start on a Hot / Warm run up.
42470,Uniper Group (70006651) - HARGREAVES,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,19/02/2024,Handrails found unsecured on the 4B C/V Lifting Well,Contractor,Safety,Observations,Handrails found unsecured on one side during safety inspection as shown in attached photo.,Closed,Fall from height (Eg. Vertical drops from above or to below ground),Handrails have since been re-secured. Plan to replace with handrails that bolt directly to beams either side of the lifting well.,Investigated,19/02/2024,,Yes,26/03/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,High,Low Risk,Not Applicable,Medium,52,90,142,9,14,23,0,Handrails found unsecured on the 4B C/V Lifting Well. Handrails found unsecured on one side during safety inspection as shown in attached photo.
49573,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Energy Storage (75000932),Operations UK (75001368),SHEQ (75001675),25232,HGSL,UK,UK,Energy Storage,Holford,,,11/10/2024,Signal faults observed during fire alarm test,Uniper employee,Safety,Observations,"During routine site weekly fire alarm test, the technicians observed that the muster system did not activate, the maglock doors did not disengage and the GPP gate failed to open.",Closed,Fire / Heat,Site management was informed and this was reported to the DCS Engineer for investigation.,Investigated,15/10/2024,,No,27/01/2025,1.0,00/01/1900 00:06,00/01/1900 00:00,Not selected,Not selected,Not Applicable,Low,45,178,223,7,30,37,0,"Signal faults observed during fire alarm test. During routine site weekly fire alarm test, the technicians observed that the muster system did not activate, the maglock doors did not disengage and the GPP gate failed to open."
51859,Uniper Group (70006651) - Z-Tech control systems,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),CDCPK (75001387),Engineering (75001620),8137,PP KIL,UK,UK,Gas Turbine Fleet,CDCPK,Killingholme,,09/01/2025,Non-conformity of PPE,Contractor,Safety,Observations,"A member of the HSE team, while returning from the car park, noticed an operative using an angle grinder without wearing the correct PPE. The HSE team member immediately halted the job and addressed the individual. It became evident that there was a lack of clarity or understanding regarding the minimum PPE requirements. RAMS were requested for the task but could not be produced at the time, and it appeared they might not adequately address the use of an angle grinder. Consequently, the HSE team member instructed that no further work involving the use of an angle grinder should proceed.",Closed,Sharp edge: Hand tools,"The task was promptly halted, and the individual proceeded to complete the work using a hacksaw.
Golden Hour recorded, to detail the nature of the incident",Investigated,10/01/2025,,No,17/03/2025,1.0,00/01/1900 00:06,00/01/1900 00:00,High,Medium Risk,Not Applicable,Medium,21,593,614,3,100,103,0,"Non-conformity of PPE. A member of the HSE team, while returning from the car park, noticed an operative using an angle grinder without wearing the correct PPE. The HSE team member immediately halted the job and addressed the individual. It became evident that there was a lack of clarity or understanding regarding the minimum PPE requirements. RAMS were requested for the task but could not be produced at the time, and it appeared they might not adequately address the use of an angle grinder. Consequently, the HSE team member instructed that no further work involving the use of an angle grinder should proceed."
35721,Uniper Group (70006651) - Uniper,CCO (70017978),Procurement & Real Estate (70018056),Corporate Real Estate Management (70018069),Facility Management (70018070),Facility Management International (70018433),28092,TCR,UK,UK,Office,Technology centre Ratcliffe,,,21/06/2023,Mud in car park,Uniper employee,Safety,Near Hits,"There is mud in TC EV1 space, I stepped in and nearly fell over/slipped.",Closed,Slip / Trip / Fall (at the same floor level and on stairs),,Investigated,22/06/2023,,No,21/08/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,15,72,87,4,14,18,0,"Mud in car park. There is mud in TC EV1 space, I stepped in and nearly fell over/slipped."
47499,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),CDCPK (75001387),Engineering (75001620),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,25/07/2024,ESR Switchroom HVAC Drainage,Uniper employee,Operational loss,Observations,"Corrective notifications 21528286 and 21528431 entered into SAP for water leaking from the internal ESR switchroom (00UBA10 and 00UBA11) HVAC units. HVAC maintenance contractor was called to site to investigate and found that the flexible drainage tubing had been routed down through the floor and outside then plumbed directly into the outside unit, giving the water nowhere to go and resulting in condensate getting backed up until the drainage tubing was completely filled and the unit started overflowing and puddling on the switchroom floors.",Closed,Electricity,Drainage tubing disconnected from outside unit and siphoned off to allow condensate to drain. Left disconnected underneath outside unit. HVAC contractor has agreed to install hard piping on next service visit scheduled for 6th August.,Investigated,25/07/2024,,No,13/09/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,28,547,575,4,84,88,0,"ESR Switchroom HVAC Drainage. Corrective notifications 21528286 and 21528431 entered into SAP for water leaking from the internal ESR switchroom (00UBA10 and 00UBA11) HVAC units. HVAC maintenance contractor was called to site to investigate and found that the flexible drainage tubing had been routed down through the floor and outside then plumbed directly into the outside unit, giving the water nowhere to go and resulting in condensate getting backed up until the drainage tubing was completely filled and the unit started overflowing and puddling on the switchroom floors."
47388,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),HSSE (75001608),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,18/07/2024,Site tractor not in fit state to use.,Uniper employee,Safety,Observations,"Outage safety support instructed to carry out inspection by SHE Lead. Issues include:
Glove used as packing to prevent the lever contacting the ""home made mud guard"".
Seat suspension spring broken, this is on the battery side, there is a potential for a ""dead short"" across the battery terminals once the foam padding has worn through.
There is excessive free play in the steering box, there is play in the front axle pin/bush.",Closed,Unguarded moving machinery,Site services instructed not to use equipment until further notice.,Investigated,18/07/2024,,No,20/11/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,37,427,464,8,73,81,0,"Site tractor not in fit state to use.. Outage safety support instructed to carry out inspection by SHE Lead. Issues include:
Glove used as packing to prevent the lever contacting the ""home made mud guard"".
Seat suspension spring broken, this is on the battery side, there is a potential for a ""dead short"" across the battery terminals once the foam padding has worn through.
There is excessive free play in the steering box, there is play in the front axle pin/bush."
41451,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Energy Storage (70017941),Operations UK (70017946),SHEQ (70018216),25232,HGSL,UK,UK,Energy Storage,Holford,,,17/01/2024,Black Ice (Slippery Surfaces) from Frosty Weather,Uniper employee,Safety,Observations,Patches of black eyes were observed around the GPP access road between the E&I building and Compressor 30.,Closed,Slip / Trip / Fall (at the same floor level and on stairs),The affected area was gritted immediately.,Investigated,17/01/2024,,Yes,31/01/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Medium Risk,Not Applicable,Low,49,106,155,7,18,25,0,Black Ice (Slippery Surfaces) from Frosty Weather. Patches of black eyes were observed around the GPP access road between the E&I building and Compressor 30.
40776,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Energy Storage (70017941),Operations UK (70017946),SHEQ (70018216),25232,HGSL,UK,UK,Energy Storage,Holford,,,23/09/2023,Gas leak on Stem of valve EKG40AA199,Uniper employee,Process Safety,Observations,"During routine inspection of the around the the Gas processing Plant (GPP) a very small gas leak was identified on the stem of the GMA/GPP shut off valve, EKE40AA199.",Closed,Occupational Safety and Process Safety,"The leak was investigated , risk assessments with mitigations implemented and grease was injected into valve to stop the leak.",Investigated,19/12/2023,,No,19/12/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Not selected,Not selected,Not Applicable,Low,36,166,202,7,29,36,1,"Gas leak on Stem of valve EKG40AA199. During routine inspection of the around the the Gas processing Plant (GPP) a very small gas leak was identified on the stem of the GMA/GPP shut off valve, EKE40AA199."
29667,Uniper Group (70006651) - Uniper,COO (70017898),Engineering (70017949),Asset Projects (70017964),,,8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,11/08/2022,Cable Management,Uniper employee,Process Safety,Observations,"27M level of U7 HRSG building, 415V supply cable from Generator to Distribution Box found disconnected.",Closed,Occupational Safety and Process Safety,Raised at CDM co-ordination meeting. All contractors instructed to give toolbox talk and ensure cables are correctly  labelled.,Investigated,14/11/2022,,No,16/11/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,16,103,119,2,16,18,1,"Cable Management. 27M level of U7 HRSG building, 415V supply cable from Generator to Distribution Box found disconnected."
26951,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK B (Production) (70019407),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,13/07/2022,U4 Upsurge Control Valve No515 Control Air Valve missing isolation lock,Uniper employee,Safety,Near Hits,"The safety isolation key for the Upsurge Control Valve No.515 Control Air valve was released from the T3B cascade key safe following the return of the T3B PFW.  The release of this key (safety key No 9727) allowed us to prepare for the PFW ROMP (Permit For Work with Restoration Of Motive Power), for the re-connection of the valve 515 and setting of the valve limits.   Following release of the key on the morning of the 13/07, the Outage Commissioning operative was asked to attach a ROMP notice to the valve in preparation for the issue of the safety document.  On getting to the valve location it was noted that there was no isolation lock on the valve as expected.  The chain that was used to isolate the valve was still attached to the valve body / pipework but there was no sign of the isolation lock.
The control valve and actuator had both been removed & replaced during the Outage period.  The air pipework and the valve spindle had both been disconnected to allow the removal / replacement of the valve / actuator.  The air isolation valve was not directly local to the valve, it was the master isolator approx 6ft away on the adjacent wall.
The Authorised Persons Isolation sheet was checked, and the isolation point had been double checked and double signed for at the start of the Outage period when the T3B cascade box was established; on release of the safety key from the key safe the signatures were crossed off of the AP sheet.  The immediate area was searched for any sign of a broken / damaged lock, but nothing could be found.",Closed,Loss of containment,"Valve No.515 local control air isolation valve has been isolated & pipework vented.

An investigation is required to understand the sequence of work carried out on the Control valve, and to understand what other works happened in that immediate area over the outage period.",Investigated,13/07/2022,,Yes,20/08/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,71,1548,1619,11,278,289,0,"U4 Upsurge Control Valve No515 Control Air Valve missing isolation lock. The safety isolation key for the Upsurge Control Valve No.515 Control Air valve was released from the T3B cascade key safe following the return of the T3B PFW.  The release of this key (safety key No 9727) allowed us to prepare for the PFW ROMP (Permit For Work with Restoration Of Motive Power), for the re-connection of the valve 515 and setting of the valve limits.   Following release of the key on the morning of the 13/07, the Outage Commissioning operative was asked to attach a ROMP notice to the valve in preparation for the issue of the safety document.  On getting to the valve location it was noted that there was no isolation lock on the valve as expected.  The chain that was used to isolate the valve was still attached to the valve body / pipework but there was no sign of the isolation lock.
The control valve and actuator had both been removed & replaced during the Outage period.  The air pipework and the valve spindle had both been disconnected to allow the removal / replacement of the valve / actuator.  The air isolation valve was not directly local to the valve, it was the master isolator approx 6ft away on the adjacent wall.
The Authorised Persons Isolation sheet was checked, and the isolation point had been double checked and double signed for at the start of the Outage period when the T3B cascade box was established; on release of the safety key from the key safe the signatures were crossed off of the AP sheet.  The immediate area was searched for any sign of a broken / damaged lock, but nothing could be found."
34793,Uniper Group (70006651) - HARGREAVES,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,21/05/2023,Minor damage to excavator in Pond Fines Shed,Contractor,Safety,Near Hits,"The pond fines excavator made contact with the pond fines pile whilst carrying out shredding. Minor damage sustained to foot plate on the excavator, no injuries sustained.",Closed,Moving vehicle,"Pond Fines shredding suspended until investigation complete.
Reported to Uniper STL at the time it occurred, and to Uniper MH Team on the next working day.",Investigated,24/05/2023,,No,21/08/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,44,171,215,8,27,35,0,"Minor damage to excavator in Pond Fines Shed. The pond fines excavator made contact with the pond fines pile whilst carrying out shredding. Minor damage sustained to foot plate on the excavator, no injuries sustained."
40799,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Energy Storage (70017941),Operations UK (70017946),Production (70018214),25232,HGSL,UK,UK,Energy Storage,Holford,,,18/12/2023,Installation of non modified shut down valves QCB50/60AA192,Uniper employee,Process Safety,Near Hits,"HP pump 50 and 60 have both had their slam shut valves (QCB50AA192/QCB60AA192) replaced after repeated failures. Months after installation there has been issues with the slam shuts activating. After investigation if was found the valves are closing on low pressure. We have no requirement for a low pressure trip, but these valves are sent out of the factory with a low pressure trip installed, the previous valves had this low pressure trip removed under MOC 0045 in 2013, however when the new valves were ordered this MOC wasn't picked up on.",Closed,Occupational Safety and Process Safety,Low pressure trip removed from both fitted valves,Investigated,20/12/2023,,No,29/01/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,59,544,603,8,92,100,1,"Installation of non modified shut down valves QCB50/60AA192. HP pump 50 and 60 have both had their slam shut valves (QCB50AA192/QCB60AA192) replaced after repeated failures. Months after installation there has been issues with the slam shuts activating. After investigation if was found the valves are closing on low pressure. We have no requirement for a low pressure trip, but these valves are sent out of the factory with a low pressure trip installed, the previous valves had this low pressure trip removed under MOC 0045 in 2013, however when the new valves were ordered this MOC wasn't picked up on."
28616,Uniper Group (70006651) - Uniper,COO (70017898),HSSE & Sustainability (70017899),New Business & Markets Support (70017902),Engineering/Energy Services (70017903),,28091,PES,UK,UK,Office,Power Engineering Services,,,04/10/2022,Description,Uniper employee,Safety,Observations,Tripping hazard within meeting room,Closed,Slip / Trip / Fall (at the same floor level and on stairs),Re-arranged flip chat location,Investigated,04/10/2022,,Yes,14/11/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,11,35,46,1,5,6,0,Description. Tripping hazard within meeting room
25542,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),Production (70019331),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,14/05/2022,"Unit 2 loose cladding has become detached, had potential to fall to ground floor.",Uniper employee,Safety,Observations,"On the 19m level South East corner of the HRSG, it was observed that a section of cladding (approximately) 100cmx50cm has become detached from its support, it had the potential to fall down the inclined re-heater cladding wall and onto the ground floor.",Closed,Fall from height (Eg. Vertical drops from above or to below ground),"As it was safe to do so the section of cladding was removed, now placed in waste, defect to be raised to carry out inspection and replace cladding section in area, initial inspection has identified no immediate cladding has the potential to fall from this area.",Investigated,14/05/2022,,Yes,18/05/2022,1.0,00/01/1900 00:06,00/01/1900 00:00,Medium,Low Risk,Not Applicable,Medium,81,253,334,14,43,57,0,"Unit 2 loose cladding has become detached, had potential to fall to ground floor.. On the 19m level South East corner of the HRSG, it was observed that a section of cladding (approximately) 100cmx50cm has become detached from its support, it had the potential to fall down the inclined re-heater cladding wall and onto the ground floor."
31474,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK A (Engineering & Maint) (70019376),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,28/01/2023,PSNH - CW Pump Crane moved with out crane driver input.,Uniper employee,Process Safety,Near Hits,Whilst the crane was stationary the crane driver noticed the crane start to move in the long travel direction without him pressing the pendant controller button. No load was on the hook at the time. He parked and shut off power to the crane at the isolator immediately and informed others for investigation.,Closed,Loss of control,Crane parked up and electrical isolator locked off to prevent further use. Inspection by crane maintenance contractor scheduled.,Investigated,28/01/2023,,No,29/08/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,55,307,362,11,53,64,1,PSNH - CW Pump Crane moved with out crane driver input.. Whilst the crane was stationary the crane driver noticed the crane start to move in the long travel direction without him pressing the pendant controller button. No load was on the hook at the time. He parked and shut off power to the crane at the isolator immediately and informed others for investigation.
36725,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK A (Engineering & Maint) (70019376),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,25/07/2023,PSO - Ammonia Plant Tripped 06:49,Uniper employee,Process Safety,Observations,B Vaporiser outlet temperature dropped to below trip point.,Closed,"Legal, monitoring and reporting (Non-compliance of obligations)","SIS override key applied to B outlet temp - references HSJ01CT012 & 030, plant reset and put into service.
Plant SIM required.",Investigated,25/07/2023,,No,23/01/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,33,59,92,6,9,15,1,PSO - Ammonia Plant Tripped 06:49. B Vaporiser outlet temperature dropped to below trip point.
33739,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK A (Engineering & Maint) (70019376),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,18/04/2023,Mobile working platforms out of inspection dates in Boiler Basement,Uniper employee,Safety,Observations,"During safety inspection of boiler basement a number of mobile working platforms, sets of stair on wheels etc were found to be out of inspection.
-Mill Step 1, U3 basement B side, damaged rung on ladder.
-W/S 10 Local to U4 local to recirc pump is out of date for inspection
-EMS26 Steps local to U4 B PA fan , out of date
-Mill Basement (big red steps), U4 B Side basement - Out of date",Closed,Health,Tags pulled and defect raised 21476041,Investigated,18/04/2023,,Yes,24/04/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,67,387,454,10,76,86,0,"Mobile working platforms out of inspection dates in Boiler Basement. During safety inspection of boiler basement a number of mobile working platforms, sets of stair on wheels etc were found to be out of inspection.
-Mill Step 1, U3 basement B side, damaged rung on ladder.
-W/S 10 Local to U4 local to recirc pump is out of date for inspection
-EMS26 Steps local to U4 B PA fan , out of date
-Mill Basement (big red steps), U4 B Side basement - Out of date"
43628,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Energy Storage (70017941),Operations UK (70017946),SHEQ (70018216),25232,HGSL,UK,UK,Energy Storage,Holford,,,13/03/2024,Portable Electrical Equipment Missing PAT Testing,Uniper employee,Safety,Observations,"During routine site inspection, two portable transformers and a vacuum cleaner was observed with expired PAT testing certification.",Closed,Electricity,"Identified equipment were tagged with """"DO NOT USE"""" red tags until PAT testing have been completed on them.",Investigated,25/03/2024,,Yes,25/03/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Not selected,Not selected,Not Applicable,Low,49,131,180,6,18,24,0,"Portable Electrical Equipment Missing PAT Testing. During routine site inspection, two portable transformers and a vacuum cleaner was observed with expired PAT testing certification."
51622,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Enfield UK (75001394),Operations (75001612),4085,Enfield,UK,UK,Gas Turbine Fleet,Enfield,,,19/12/2024,PFW cleared without any exceptions,Uniper employee,Safety,Near Hits,WTP safety document was cleared for a re-hash to allow parts of the WTP to be returned to service however the PFW in question was for work on the caustic trace heating which wasn't finished. SAP questioned the CP who confirmed the trace heating could be returned to service and there were no issues or exceptions. Confirmed with Uniper Engineer that system could not safely be returned to service.,Closed,Electricity,"CP authorisation removed, trace heating placed on holding isolation",Investigated,20/12/2024,,Yes,29/01/2025,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,34,397,431,5,69,74,0,PFW cleared without any exceptions. WTP safety document was cleared for a re-hash to allow parts of the WTP to be returned to service however the PFW in question was for work on the caustic trace heating which wasn't finished. SAP questioned the CP who confirmed the trace heating could be returned to service and there were no issues or exceptions. Confirmed with Uniper Engineer that system could not safely be returned to service.
46700,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy S&B (75000928),Ratcliffe (75001389),Executive Support Team (75001568),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,26/06/2024,Ops Loss - FGD GSA & GSB Compressor trip,Uniper employee,Operational loss,Observations,Loss of both compressors led to loss of air to FGD and Ammonia plants. The loss of the Ammonia plant resulted in Unit 2 RTS being delayed for 15 mins (16:15hrs),Closed,Notification record (Eg. External regulator),"Temporary compressors fitted and air system returned to normal working pressure, Ammonia plant reset and returned to service.",Investigated,27/06/2024,,No,26/09/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,40,160,200,9,31,40,0,Ops Loss - FGD GSA & GSB Compressor trip. Loss of both compressors led to loss of air to FGD and Ammonia plants. The loss of the Ammonia plant resulted in Unit 2 RTS being delayed for 15 mins (16:15hrs)
47721,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy S&B (75000928),Ratcliffe (75001389),Ratcliffe UK A (Engineering & Maint) (75001565),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,06/08/2024,Steel frame left in walkway,Uniper employee,Safety,Observations,"Steel frame found in walkway in aux pumphouse in front of AP switchboard - it presents a potential tripping hazard, it is also suspected that it may have been used as a step.",Closed,Slip / Trip / Fall (at the same floor level and on stairs),Frame removed from location and stored safely.,Investigated,06/08/2024,,Yes,17/09/2024,1.0,00/01/1900 00:06,00/01/1900 00:00,Very low,Low Risk,Not Applicable,Low,27,174,201,5,33,38,0,"Steel frame left in walkway. Steel frame found in walkway in aux pumphouse in front of AP switchboard - it presents a potential tripping hazard, it is also suspected that it may have been used as a step."
